"CustomerID;""Age"";""Gender"";""LocationType"";""Occupation"";""IncomeGroup"";""MaritalStatus"";""ProductType"";""PremiumAmount"";""CoverageAmount"";""RiskScore"";""ClaimsMade"";""BrowsingTime"";""PreferredDevice"";""PaymentMode"";""CampaignSource"";""ClickedOffer"";""PolicyRenewed"";""Churned"";""DependentsCount"";""AvgMonthlySpending"";""PagesViewed"";""SessionDuration"";""DaysSinceLastVisit"";""RegionTier"";""ReferralUsed"";""TravelDays"";""ChurnRiskScore"""
"502;46;""Male"";""Rural"";""IT Professional"";""Upper"";""Married"";""Travel Insurance"";587;200000;""Low"";3;10.1;""Desktop"";""NetBanking"";""SMS"";1;1;0;0;13997;12;60.0;10;""Tier 3"";""No"";""14.0"";5.8"
"503;83;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""Low"";1;13.4;""App"";""Debit Card"";""Email"";0;0;0;1;2862;2;7.9;49;""Tier 2"";""Yes"";"""";5.0"
"504;55;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""High"";3;8.0;""Desktop"";""NetBanking"";""SMS"";0;1;0;2;3497;6;15.8;20;""Tier 1"";""Yes"";"""";4.7"
"505;20;""Male"";""Urban"";""IT Professional"";""Upper"";""Married"";""Health Insurance"";7560;750000;""Low"";1;7.2;""Mobile"";""Debit Card"";""App"";0;0;0;3;14980;15;12.7;11;""Tier 2"";""Yes"";"""";3.9"
"506;61;""Female"";""Rural"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";34383;300000;""Medium"";0;0.3;""App"";""Debit Card"";""Email"";1;1;0;0;3209;11;8.5;79;""Tier 2"";""No"";"""";4.3"
"507;51;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";28999;20000000;""High"";1;6.3;""Desktop"";""UPI"";""SMS"";1;0;0;3;8066;10;9.8;24;""Tier 3"";""No"";"""";4.3"
"508;85;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Health Insurance"";67029;400000;""Medium"";3;5.4;""App"";""UPI"";""Email"";0;0;0;0;5063;6;10.1;32;""Tier 2"";""No"";"""";5.1"
"509;79;""Female"";""Rural"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";73783;500000;""Medium"";0;8.4;""Desktop"";""Credit Card"";""Partner Site"";0;1;0;2;2487;1;25.9;36;""Tier 3"";""No"";"""";5.6"
"510;65;""Female"";""Urban"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";37585;400000;""Low"";0;12.5;""App"";""UPI"";""Partner Site"";0;0;0;0;12797;13;17.1;8;""Tier 3"";""No"";"""";4.699999999999999"
"511;18;""Male"";""Semi-Urban"";""Retired"";""Middle"";""Widowed"";""Life Insurance"";6419;1500000;""Low"";0;9.5;""Mobile"";""Debit Card"";""App"";1;1;0;1;13104;17;13.2;80;""Tier 1"";""No"";"""";3.9"
"512;49;""Female"";""Rural"";""Freelancer"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""Low"";0;2.8;""Desktop"";""NetBanking"";""SMS"";0;1;0;0;8999;4;14.0;34;""Tier 3"";""No"";"""";4.699999999999999"
"513;58;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";458;50000;""High"";1;13.0;""Desktop"";""Credit Card"";""Partner Site"";0;1;0;0;7936;5;300.0;87;""Tier 3"";""Yes"";""5.0"";5.699999999999999"
"514;68;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";64232;500000;""Low"";1;13.3;""Mobile"";""UPI"";""Partner Site"";0;0;0;3;4823;15;8.7;55;""Tier 3"";""Yes"";"""";5.0"
"515;43;""Female"";""Urban"";""Retired"";""Middle"";""Widowed"";""Health Insurance"";13572;400000;""High"";0;11.1;""Mobile"";""Credit Card"";""SMS"";1;1;0;1;13117;19;20.4;42;""Tier 3"";""No"";"""";4.3"
"516;22;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Low"";2;6.2;""App"";""NetBanking"";""Google Ads"";0;1;0;3;13677;4;13.4;42;""Tier 2"";""Yes"";"""";5.6"
"517;48;""Female"";""Urban"";""Retired"";""Middle"";""Widowed"";""Travel Insurance"";587;200000;""High"";1;11.8;""Mobile"";""Debit Card"";""Email"";1;1;0;1;10773;2;180.0;18;""Tier 3"";""Yes"";""5.0"";5.8999999999999995"
"518;35;""Male"";""Rural"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";28999;20000000;""Low"";0;8.9;""Desktop"";""Credit Card"";""Partner Site"";0;1;0;0;8594;14;15.4;25;""Tier 3"";""Yes"";"""";4.699999999999999"
"519;57;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Widowed"";""Travel Insurance"";687;50000;""Medium"";0;11.5;""Mobile"";""NetBanking"";""Email"";0;0;0;0;11441;2;600.0;0;""Tier 1"";""Yes"";""2.0"";5.8999999999999995"
"520;67;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";729;50000;""High"";1;14.6;""Mobile"";""Debit Card"";""Partner Site"";1;0;0;2;5168;5;360.0;63;""Tier 3"";""Yes"";""5.0"";5.3"
"521;50;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";567;300000;""Low"";0;8.8;""App"";""Debit Card"";""Email"";0;1;0;0;8476;4;10.9;56;""Tier 1"";""Yes"";"""";4.6"
"522;61;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Travel Insurance"";729;200000;""Medium"";0;13.0;""Mobile"";""UPI"";""Email"";0;1;0;0;5088;7;300.0;10;""Tier 3"";""Yes"";""10.0"";4.6"
"523;44;""Female"";""Rural"";""Retired"";""Middle"";""Widowed"";""Pocket Insurance"";538;200000;""Low"";0;12.3;""App"";""Credit Card"";""App"";1;0;0;3;4204;14;2.1;71;""Tier 2"";""No"";"""";5.0"
"524;36;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Travel Insurance"";524;200000;""High"";0;9.0;""App"";""UPI"";""Partner Site"";0;0;0;2;2415;17;60.0;82;""Tier 2"";""Yes"";""2.0"";4.199999999999999"
"525;68;""Male"";""Rural"";""Teacher"";""Middle"";""Married"";""Life Insurance"";11696;2500000;""High"";0;5.2;""App"";""NetBanking"";""Partner Site"";0;1;0;0;5401;9;8.1;39;""Tier 3"";""Yes"";"""";4.3"
"526;47;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";18357;500000;""Low"";0;7.6;""App"";""UPI"";""Google Ads"";0;0;0;1;5903;9;16.2;71;""Tier 2"";""No"";"""";3.9"
"527;37;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Health Insurance"";10446;300000;""High"";0;12.6;""App"";""Credit Card"";""App"";0;0;0;0;4415;15;14.1;20;""Tier 1"";""Yes"";"""";4.7"
"528;61;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Pocket Insurance"";538;200000;""Low"";2;11.1;""App"";""UPI"";""Partner Site"";1;0;1;2;7661;14;11.3;62;""Tier 2"";""No"";"""";6.5"
"529;38;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";10446;300000;""Low"";1;12.9;""Mobile"";""UPI"";""Email"";0;0;0;2;13893;18;15.4;79;""Tier 1"";""Yes"";"""";5.0"
"530;59;""Female"";""Rural"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";28999;20000000;""Medium"";1;16.1;""Mobile"";""UPI"";""Partner Site"";1;1;0;1;11229;11;17.2;82;""Tier 2"";""Yes"";"""";4.699999999999999"
"531;37;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Pocket Insurance"";538;200000;""Low"";0;13.7;""App"";""NetBanking"";""App"";1;0;0;2;2505;18;11.6;48;""Tier 3"";""Yes"";"""";5.699999999999999"
"532;55;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""Low"";2;16.0;""Desktop"";""UPI"";""Google Ads"";0;0;0;2;3033;9;21.0;70;""Tier 1"";""Yes"";"""";4.7"
"533;30;""Female"";""Rural"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";708;200000;""Medium"";1;13.9;""Desktop"";""Debit Card"";""Partner Site"";0;1;0;1;9623;4;480.0;32;""Tier 3"";""No"";""2.0"";4.8"
"534;82;""Female"";""Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""Medium"";1;19.3;""Desktop"";""Credit Card"";""Email"";1;1;0;3;14612;9;19.1;14;""Tier 2"";""No"";"""";3.7"
"535;20;""Male"";""Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""High"";1;11.3;""Mobile"";""UPI"";""Partner Site"";0;1;0;0;2647;9;17.4;28;""Tier 2"";""Yes"";"""";3.5"
"536;66;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";567;300000;""Low"";0;7.3;""Mobile"";""Debit Card"";""Google Ads"";1;1;0;1;5761;4;17.5;72;""Tier 1"";""Yes"";"""";5.3"
"537;22;""Female"";""Urban"";""Freelancer"";""Middle"";""Single"";""Pocket Insurance"";538;200000;""Medium"";0;4.9;""Mobile"";""UPI"";""Partner Site"";1;0;0;0;9893;11;17.2;47;""Tier 2"";""No"";"""";5.0"
"538;23;""Male"";""Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""Low"";0;13.5;""Mobile"";""UPI"";""Email"";1;0;0;3;11742;9;13.3;1;""Tier 3"";""Yes"";"""";5.0"
"539;40;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Widowed"";""Travel Insurance"";569;200000;""High"";1;10.7;""Mobile"";""Credit Card"";""SMS"";0;1;0;3;13307;14;420.0;63;""Tier 1"";""No"";""5.0"";4.6"
"540;73;""Male"";""Rural"";""Engineer"";""Upper"";""Married"";""Travel Insurance"";979;200000;""Low"";1;11.4;""App"";""Debit Card"";""Partner Site"";1;0;0;1;9154;3;840.0;57;""Tier 1"";""No"";""7.0"";4.6"
"541;84;""Female"";""Rural"";""IT Professional"";""Upper"";""Married"";""Travel Insurance"";979;50000;""Medium"";1;6.9;""Mobile"";""UPI"";""SMS"";0;1;0;0;6228;9;600.0;48;""Tier 1"";""No"";""7.0"";4.6"
"542;78;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""High"";0;7.8;""Mobile"";""Credit Card"";""Partner Site"";1;0;0;2;12907;12;12.9;40;""Tier 1"";""No"";"""";3.5"
"543;77;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";979;50000;""Low"";2;-1.0;""Mobile"";""Credit Card"";""App"";1;1;1;0;14605;4;840.0;43;""Tier 2"";""No"";""5.0"";6.5"
"544;35;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";9425;300000;""Medium"";1;12.5;""Desktop"";""UPI"";""Google Ads"";1;1;0;0;9382;6;15.5;24;""Tier 3"";""No"";"""";5.0"
"545;18;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";0;8.0;""App"";""Credit Card"";""SMS"";0;0;0;3;6811;10;20.8;86;""Tier 3"";""Yes"";"""";4.6"
"546;18;""Male"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""High"";2;9.0;""Desktop"";""UPI"";""Google Ads"";0;0;0;0;5139;5;13.8;38;""Tier 2"";""Yes"";"""";5.6"
"547;20;""Male"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";0;12.0;""App"";""Credit Card"";""Email"";1;1;0;0;10572;17;7.2;10;""Tier 1"";""No"";"""";4.3999999999999995"
"548;20;""Female"";""Rural"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";5426;300000;""High"";0;9.8;""Desktop"";""Debit Card"";""Google Ads"";1;1;0;3;3041;5;11.6;28;""Tier 1"";""No"";"""";5.1"
"549;35;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";13002;750000;""Medium"";4;7.4;""App"";""NetBanking"";""Google Ads"";1;0;1;1;8518;13;18.9;25;""Tier 3"";""No"";"""";6.2"
"550;22;""Female"";""Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""Low"";2;17.0;""App"";""NetBanking"";""App"";1;1;1;3;14099;3;13.2;53;""Tier 2"";""Yes"";"""";6.2"
"551;46;""Female"";""Rural"";""Engineer"";""Upper"";""Single"";""Pocket Insurance"";567;300000;""Low"";3;11.9;""App"";""UPI"";""Google Ads"";0;0;0;3;6266;17;14.6;23;""Tier 3"";""Yes"";"""";5.8"
"552;80;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";73783;500000;""Medium"";2;12.6;""Mobile"";""Credit Card"";""SMS"";1;0;1;2;13995;2;16.7;39;""Tier 3"";""No"";"""";6.6"
"553;49;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Life Insurance"";6419;1500000;""Medium"";1;7.8;""Desktop"";""Credit Card"";""Email"";1;1;0;3;12930;16;13.3;18;""Tier 1"";""No"";"""";4.6"
"554;55;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";19256;300000;""Medium"";2;5.4;""App"";""UPI"";""App"";1;1;1;0;11450;16;21.8;85;""Tier 1"";""No"";"""";6.2"
"555;36;""Female"";""Rural"";""Retired"";""Middle"";""Widowed"";""Travel Insurance"";422;50000;""High"";0;4.6;""App"";""NetBanking"";""SMS"";0;1;0;1;2163;15;420.0;17;""Tier 3"";""Yes"";""7.0"";5.0"
"556;54;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";417;50000;""Low"";1;11.7;""App"";""NetBanking"";""Partner Site"";1;1;0;2;11097;12;60.0;53;""Tier 1"";""No"";""10.0"";4.8"
"557;45;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";15117;500000;""Low"";2;1.6;""App"";""NetBanking"";""Google Ads"";1;0;0;3;6056;16;8.6;23;""Tier 1"";""Yes"";"""";5.1"
"558;20;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;5.9;""App"";""Credit Card"";""App"";1;0;0;1;13166;5;16.9;80;""Tier 1"";""No"";"""";4.199999999999999"
"559;32;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""Low"";3;7.4;""Mobile"";""UPI"";""Partner Site"";0;0;0;0;5331;14;13.2;32;""Tier 2"";""No"";"""";5.1000000000000005"
"560;72;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Life Insurance"";11696;2500000;""Low"";1;5.1;""Mobile"";""NetBanking"";""Google Ads"";0;0;0;3;4639;16;9.4;84;""Tier 1"";""Yes"";"""";3.9"
"561;49;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";20768;750000;""Low"";3;19.3;""App"";""UPI"";""Google Ads"";0;1;0;1;14459;16;10.1;77;""Tier 3"";""No"";"""";5.8999999999999995"
"562;53;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""Low"";0;7.8;""Mobile"";""Debit Card"";""Google Ads"";0;0;0;2;9322;1;14.2;25;""Tier 2"";""Yes"";"""";5.8999999999999995"
"563;82;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Travel Insurance"";622;50000;""Medium"";2;10.8;""Desktop"";""Debit Card"";""Google Ads"";1;1;0;3;4628;19;180.0;33;""Tier 1"";""No"";""2.0"";5.8"
"564;60;""Female"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";38264;1000000;""Medium"";0;11.8;""App"";""Credit Card"";""Email"";1;0;0;3;7630;1;5.6;62;""Tier 1"";""Yes"";"""";5.6"
"565;59;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";567;300000;""High"";0;13.8;""Mobile"";""NetBanking"";""Google Ads"";0;0;0;3;3454;14;21.7;70;""Tier 3"";""No"";"""";5.0"
"566;33;""Male"";""Rural"";""Teacher"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""High"";0;7.5;""Mobile"";""Credit Card"";""Email"";1;1;0;3;7590;5;19.7;83;""Tier 2"";""Yes"";"""";4.3"
"567;82;""Female"";""Rural"";""Retired"";""Middle"";""Widowed"";""Travel Insurance"";622;50000;""Medium"";0;18.5;""Mobile"";""UPI"";""Email"";1;1;0;0;5129;5;240.0;61;""Tier 1"";""No"";""2.0"";5.0"
"568;36;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""High"";0;2.6;""Mobile"";""Credit Card"";""App"";0;1;0;1;2002;17;10.8;85;""Tier 3"";""Yes"";"""";3.5"
"569;62;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Life Insurance"";11696;2500000;""Low"";2;9.6;""Mobile"";""NetBanking"";""Partner Site"";0;1;1;2;12706;3;16.9;77;""Tier 1"";""No"";"""";6.2"
"570;44;""Male"";""Urban"";""Business Owner"";""Upper"";""Widowed"";""Health Insurance"";17092;750000;""Medium"";2;14.2;""Mobile"";""Credit Card"";""Partner Site"";1;0;0;3;12164;12;20.0;8;""Tier 1"";""Yes"";"""";5.3"
"571;22;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";2;10.9;""Desktop"";""NetBanking"";""SMS"";0;1;1;0;3866;1;10.2;13;""Tier 1"";""No"";"""";6.699999999999999"
"572;32;""Female"";""Rural"";""Teacher"";""Middle"";""Single"";""Travel Insurance"";614;50000;""Low"";0;16.2;""Mobile"";""Credit Card"";""App"";0;0;0;1;11113;8;480.0;45;""Tier 2"";""No"";""5.0"";5.0"
"573;62;""Female"";""Rural"";""Business Owner"";""Upper"";""Widowed"";""Travel Insurance"";622;50000;""Medium"";4;15.7;""Mobile"";""Credit Card"";""Partner Site"";1;1;1;3;14223;2;120.0;85;""Tier 3"";""Yes"";""14.0"";7.3"
"574;19;""Male"";""Rural"";""Teacher"";""Middle"";""Single"";""Life Insurance"";6419;1500000;""Low"";3;13.0;""App"";""Credit Card"";""Email"";1;1;1;2;4848;1;17.9;39;""Tier 2"";""Yes"";"""";6.8"
"575;65;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";11696;2500000;""Medium"";1;11.4;""Mobile"";""Debit Card"";""Google Ads"";0;0;0;0;10473;4;17.8;63;""Tier 3"";""Yes"";"""";3.5"
"576;58;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";25593;300000;""Low"";2;8.2;""App"";""Debit Card"";""Email"";0;0;0;0;9403;14;19.9;51;""Tier 3"";""No"";"""";5.1"
"577;19;""Male"";""Rural"";""Business Owner"";""Upper"";""Widowed"";""Travel Insurance"";614;50000;""Low"";1;1.6;""App"";""UPI"";""App"";1;0;0;3;10502;9;600.0;6;""Tier 2"";""Yes"";""7.0"";4.8"
"578;69;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Health Insurance"";58326;400000;""Low"";1;4.4;""App"";""Debit Card"";""Google Ads"";0;0;0;2;6271;3;9.1;44;""Tier 1"";""No"";"""";4.7"
"579;19;""Female"";""Rural"";""Engineer"";""Upper"";""Single"";""Health Insurance"";5426;300000;""High"";0;6.9;""Desktop"";""Credit Card"";""Partner Site"";1;0;0;3;8675;18;22.9;27;""Tier 1"";""Yes"";"""";4.3"
"580;52;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";417;50000;""Medium"";0;9.8;""App"";""Debit Card"";""App"";1;1;0;2;14886;8;60.0;3;""Tier 1"";""Yes"";""3.0"";5.3"
"581;35;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Health Insurance"";14179;1000000;""High"";0;8.3;""App"";""Credit Card"";""Google Ads"";0;0;0;1;11160;4;14.6;78;""Tier 2"";""No"";"""";5.4"
"582;20;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";5426;300000;""Medium"";1;7.3;""Desktop"";""UPI"";""Email"";1;1;1;2;9876;2;19.5;50;""Tier 3"";""Yes"";"""";6.3"
"583;66;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Life Insurance"";11696;2500000;""High"";2;6.9;""App"";""NetBanking"";""SMS"";0;0;0;3;4526;15;19.1;89;""Tier 1"";""No"";"""";5.8"
"584;41;""Male"";""Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";6419;1500000;""Low"";0;6.0;""Mobile"";""NetBanking"";""App"";0;0;0;1;9115;2;15.8;58;""Tier 3"";""Yes"";"""";4.8"
"585;82;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";729;50000;""Low"";0;2.6;""Mobile"";""UPI"";""Partner Site"";0;0;1;2;4590;1;420.0;12;""Tier 2"";""Yes"";""14.0"";6.6"
"586;54;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";567;300000;""High"";1;7.7;""App"";""Debit Card"";""Partner Site"";1;0;0;2;4971;7;10.9;82;""Tier 2"";""No"";"""";4.199999999999999"
"587;35;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Travel Insurance"";422;50000;""High"";0;11.3;""Desktop"";""NetBanking"";""Email"";1;1;0;2;5269;10;300.0;11;""Tier 1"";""Yes"";""3.0"";5.0"
"588;80;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Life Insurance"";11696;2500000;""High"";2;6.1;""Mobile"";""Debit Card"";""Email"";0;0;0;1;10705;13;16.7;86;""Tier 1"";""Yes"";"""";5.8"
"589;20;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";422;50000;""Medium"";0;6.4;""App"";""Credit Card"";""SMS"";0;1;0;0;3836;7;420.0;84;""Tier 2"";""No"";""10.0"";5.699999999999999"
"590;57;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Pocket Insurance"";567;300000;""Medium"";1;14.8;""Desktop"";""NetBanking"";""Google Ads"";0;1;0;3;2655;11;15.7;80;""Tier 2"";""Yes"";"""";5.699999999999999"
"591;33;""Female"";""Semi-Urban"";""Teacher"";""Middle"";""Single"";""Health Insurance"";9425;300000;""High"";0;8.8;""App"";""Debit Card"";""Email"";1;1;0;0;3945;17;15.9;87;""Tier 3"";""No"";"""";4.3"
"592;37;""Female"";""Rural"";""Business Owner"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""High"";2;14.1;""App"";""NetBanking"";""Google Ads"";1;1;0;3;9519;18;10.2;38;""Tier 3"";""No"";"""";5.300000000000001"
"593;37;""Female"";""Rural"";""Teacher"";""Middle"";""Single"";""Pocket Insurance"";538;200000;""Medium"";2;7.7;""Desktop"";""UPI"";""SMS"";1;1;1;2;5050;3;6.2;24;""Tier 2"";""No"";"""";6.2"
"594;60;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Life Insurance"";28999;20000000;""Medium"";1;13.6;""App"";""Credit Card"";""SMS"";0;1;0;0;13355;1;16.2;39;""Tier 1"";""Yes"";"""";5.6"
"595;62;""Male"";""Rural"";""IT Professional"";""Upper"";""Single"";""Travel Insurance"";622;50000;""Medium"";2;7.5;""App"";""UPI"";""SMS"";0;0;0;0;7580;13;240.0;45;""Tier 3"";""Yes"";""2.0"";5.8"
"596;22;""Female"";""Urban"";""Teacher"";""Middle"";""Single"";""Travel Insurance"";524;200000;""High"";1;3.9;""App"";""Debit Card"";""Email"";0;0;0;2;10471;2;180.0;14;""Tier 3"";""No"";""3.0"";5.8999999999999995"
"597;18;""Male"";""Urban"";""Teacher"";""Middle"";""Single"";""Health Insurance"";8225;1000000;""Medium"";3;10.7;""App"";""Credit Card"";""Partner Site"";0;1;0;3;6548;18;16.0;32;""Tier 1"";""Yes"";"""";5.5"
"598;47;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Pocket Insurance"";567;300000;""Medium"";0;11.4;""Desktop"";""Credit Card"";""SMS"";1;0;0;1;14321;8;9.3;42;""Tier 1"";""Yes"";"""";5.699999999999999"
"599;49;""Male"";""Rural"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";11696;2500000;""High"";1;11.4;""Desktop"";""UPI"";""Partner Site"";0;0;0;3;10488;6;11.7;4;""Tier 3"";""No"";"""";3.9000000000000004"
"600;27;""Female"";""Urban"";""Teacher"";""Middle"";""Single"";""Health Insurance"";9676;400000;""High"";1;5.1;""Desktop"";""NetBanking"";""Email"";1;1;0;3;10305;19;25.1;59;""Tier 1"";""Yes"";"""";4.3"
"601;54;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";26392;750000;""High"";4;3.5;""App"";""Debit Card"";""SMS"";0;1;1;0;13674;11;13.7;74;""Tier 3"";""Yes"";"""";6.2"
"602;37;""Female"";""Rural"";""Business Owner"";""Upper"";""Single"";""Pocket Insurance"";567;300000;""Low"";3;12.0;""Desktop"";""UPI"";""Google Ads"";0;0;1;3;6152;17;18.7;49;""Tier 3"";""No"";"""";6.0"
"603;33;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Health Insurance"";13002;750000;""High"";1;9.0;""Mobile"";""Debit Card"";""App"";0;1;0;2;9373;2;8.2;63;""Tier 3"";""Yes"";"""";5.2"
"604;60;""Male"";""Semi-Urban"";""Business Owner"";""Upper"";""Single"";""Travel Insurance"";641;200000;""Low"";2;10.8;""Mobile"";""UPI"";""Partner Site"";0;0;0;0;8085;14;300.0;65;""Tier 1"";""Yes"";""10.0"";5.6"
"605;18;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""High"";2;5.5;""App"";""UPI"";""SMS"";0;0;1;2;9790;14;25.0;5;""Tier 3"";""No"";"""";6.2"
"606;33;""Male"";""Urban"";""Engineer"";""Upper"";""Single"";""Pocket Insurance"";538;200000;""Medium"";1;14.9;""App"";""NetBanking"";""Google Ads"";1;0;0;0;8914;9;13.7;27;""Tier 2"";""No"";"""";4.199999999999999"
"607;80;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""Low"";3;5.5;""App"";""UPI"";""Partner Site"";1;1;0;3;2600;4;12.7;33;""Tier 2"";""No"";"""";4.7"
"608;57;""Male"";""Urban"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";30920;500000;""Medium"";1;9.6;""App"";""Debit Card"";""SMS"";0;1;0;3;10364;17;11.8;87;""Tier 1"";""Yes"";"""";3.9"
"609;80;""Female"";""Urban"";""Teacher"";""Middle"";""Single"";""Travel Insurance"";622;50000;""Low"";1;10.7;""App"";""Credit Card"";""App"";1;1;0;2;6936;10;240.0;37;""Tier 3"";""No"";""10.0"";4.6"
"610;53;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";26392;750000;""Low"";3;9.7;""Desktop"";""NetBanking"";""Google Ads"";1;0;1;3;10405;2;13.2;39;""Tier 2"";""Yes"";"""";6.8"
"611;19;""Female"";""Urban"";""Business Owner"";""Upper"";""Single"";""Travel Insurance"";569;200000;""High"";0;9.9;""App"";""Credit Card"";""Partner Site"";1;0;0;0;10028;1;300.0;18;""Tier 3"";""Yes"";""7.0"";5.699999999999999"
"612;53;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Health Insurance"";21042;400000;""High"";1;9.9;""App"";""UPI"";""SMS"";1;0;0;2;13309;16;19.7;12;""Tier 1"";""No"";"""";5.4"
